qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q2A4Q9A3,Result,Single Answer,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a_clone_b1315761-6529-4b48-9d08-b5fe715e5ffc,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a_clone_b1315761-6529-4b48-9d08-b5fe715e5ffc,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a_clone_b1315761-6529-4b48-9d08-b5fe715e5ffc,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a_clone_b1315761-6529-4b48-9d08-b5fe715e5ffc,POSITIVE for other pathogens,POSITIVE for other pathogens,fu_viro_result,1
Q2A4Q9A3Q2,Please specify which pathogens,Freetext,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9_clone_addf2728-66c8-4cb2-89ee-4533cd9a6343,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9_clone_addf2728-66c8-4cb2-89ee-4533cd9a6343,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9_clone_addf2728-66c8-4cb2-89ee-4533cd9a6343,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9_clone_addf2728-66c8-4cb2-89ee-4533cd9a6343,NA,NA,fu_viro_result,1
Q2A5,Follow-up form ,Multiple answers,follow_up_form,follow_up_form,follow_up_form,follow_up_form,Status of follow-up form completion (checklist to be filled when all data have been entered for day 21-28),Status of follow-up form completion (checklist to be filled when all data have been entered for day 21-28),fu_form_completion,0
Q2A5Q2A1,Form completed,Single Answer,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,Yes,Yes,fu_form_completion_complete,0
Q2A5Q2A2,Form completed,Single Answer,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,form_completed_clone_350d4609-6aef-411e-b53c-787ed2433fff,No or partially,No or partially,fu_form_completion_complete,0
Q2A5Q2A2Q2A1,Reason,Multiple answers,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,Missed,Missed,fu_form_completion_complete_no_reason,1
Q2A5Q2A2Q2A2,Reason,Multiple answers,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,Not attempted,Not attempted,fu_form_completion_complete_no_reason,1
Q2A5Q2A2Q2A3,Reason,Multiple answers,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,Not performed,Not performed,fu_form_completion_complete_no_reason,1
Q2A5Q2A2Q2A4,Reason,Multiple answers,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,Refusal,Refusal,fu_form_completion_complete_no_reason,1
Q2A5Q2A2Q2A5,Reason,Multiple answers,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,reason_clone_d5d1b3b5-9756-40ec-aa02-63656c28e7d7,Other,Other,fu_form_completion_complete_no_reason,1
Q2A5Q2A2Q2A5Q2,Please specify,Freetext,please_specify_reasoncompletion_clone_58d99750-7958-4989-9742-df742f0c3f8e,please_specify_reasoncompletion_clone_58d99750-7958-4989-9742-df742f0c3f8e,please_specify_reasoncompletion_clone_58d99750-7958-4989-9742-df742f0c3f8e,please_specify_reasoncompletion_clone_58d99750-7958-4989-9742-df742f0c3f8e,NA,NA,fu_form_completion_complete_no_reason_specify,1
Q3A1,Health care facility reporting form,Single Answer,health_care_facility_reporting_form,health_care_facility_reporting_form,health_care_facility_reporting_form,health_care_facility_reporting_form,This needs to be filled once for every health care facility involved in the investigation.,This needs to be filled once for every health care facility involved in the investigation.,hcf_form,0
Q3A1Q1,Name of the health care facility in which the novel coronavirus disease (COVID-19) confirmed patient is being cared for,Freetext,specify_name,specify_name,specify_name,specify_name,NA,NA,hcf_form_hcf_name,0
Q3A1Q10A1,Does the facility implement a screening strategy for health workers?,Single answer,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,"Yes, based on staff self-reporting","Yes, based on staff self-reporting",hcf_screen,0
Q3A1Q10A1Q1,Indicate if daily or other,Freetext,indicate_if_daily_or_other,indicate_if_daily_or_other,indicate_if_daily_or_other,indicate_if_daily_or_other,NA,NA,hcf_screen_freq1,1
Q3A1Q10A1Q2,Frequency of screening:,Freetext,is_it_daily_or_other,is_it_daily_or_other,is_it_daily_or_other,is_it_daily_or_other,NA,NA,hcf_screen_freq2,1
Q3A1Q10A2,Does the facility implement a screening strategy for health workers?,Single Answer,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,"Yes, based on active monitoring of symptoms","Yes, based on active monitoring of symptoms",hcf_screen,0
Q3A1Q10A3,Does the facility implement a screening strategy for health workers?,Single Answer,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,does_the_facility_implement_a_screening_strategy_for_health_workers,No,No,hcf_screen,0
Q3A1Q11A1,Does the health care facility adopt a universal masking policy for all health workers?,Single Answer,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,"Yes, including all patients and visitors","Yes, including all patients and visitors",hcf_univmask,0
Q3A1Q11A2,Does the health care facility adopt a universal masking policy for all health workers?,Single Answer,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,"Yes, extended to patients only","Yes, extended to patients only",hcf_univmask,0
Q3A1Q11A3,Does the health care facility adopt a universal masking policy for all health workers?,Single Answer,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,"Yes, only for health workers","Yes, only for health workers",hcf_univmask,0
Q3A1Q11A4,Does the health care facility adopt a universal masking policy for all health workers?,Single Answer,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,does_the_healthcare_facility_adopt_a_universal_masking_policy_for_all_health_workers,No,No,hcf_univmask,0
Q3A1Q12A1,Does the health care facility have an appropriate WASH services and materials?,Single answer,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,Yes,Yes,hcf_wash,0
Q3A1Q12A2,Does the health care facility have an appropriate WASH services and materials?,Single answer,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,No,No,hcf_wash,0
Q3A1Q12A3,Does the health care facility have an appropriate WASH services and materials?,Single answer,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,does_the_health_care_facility_have_an_appropriate_wash_services_and_materials,Unknown,Unknown,hcf_wash,0
Q3A1Q13A1,Does the health care facility have an IPC programme and team or at least a dedicated and trained focal point?,Multiple answers,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,IPC programme,IPC programme,hcf_ipcprogram,0
Q3A1Q13A2,Does the health care facility have an IPC programme and team or at least a dedicated and trained focal point?,Multiple answers,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,IPC team/service,IPC team/service,hcf_ipcprogram,0
Q3A1Q13A3,Does the health care facility have an IPC programme and team or at least a dedicated and trained focal point?,Multiple answers,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,IPC focal point,IPC focal point,hcf_ipcprogram,0
Q3A1Q13A4,Does the health care facility have an IPC programme and team or at least a dedicated and trained focal point?,Multiple answers,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,IPC training,IPC training,hcf_ipcprogram,0
Q3A1Q13A5,Does the health care facility have an IPC programme and team or at least a dedicated and trained focal point?,Multiple answers,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,does_the_health_care_facility_have_an_infection_prevention_and_control_ipc_program_and_team_or_at_least_a_focal_point_dedicated_and_trained,I don’t know what an IPC programme is,I don’t know what an IPC programme is,hcf_ipcprogram,0
Q3A1Q14A1,Does the health care facility have infection prevention and control (IPC) guidelines for health workers?,Single Answer,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,Yes,Yes,hcf_ipcguideline,0
Q3A1Q14A2,Does the health care facility have infection prevention and control (IPC) guidelines for health workers?,Single Answer,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,No,No,hcf_ipcguideline,0
Q3A1Q14A3,Does the health care facility have infection prevention and control (IPC) guidelines for health workers?,Single Answer,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,Unknown,Unknown,hcf_ipcguideline,0
Q3A1Q14A4,Does the health care facility have infection prevention and control (IPC) guidelines for health workers?,Single Answer,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,does_the_health_care_facility_have_infection_prevention_and_control_ipc_guidelines_for_health_workers,I don’t know what IPC guidelines are,I don’t know what IPC guidelines are,hcf_ipcguideline,0
Q3A1Q15A1,Does the health care facility have IPC guidelines for standard and additional transmission-based precautions?,Single answer,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,Yes,Yes,hcf_ipctransmissionbased,0
Q3A1Q15A2,Does the health care facility have IPC guidelines for standard and additional transmission-based precautions?,Single answer,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,No,No,hcf_ipctransmissionbased,0
Q3A1Q15A3,Does the health care facility have IPC guidelines for standard and additional transmission-based precautions?,Single answer,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,Unknown,Unknown,hcf_ipctransmissionbased,0
Q3A1Q15A4,Does the health care facility have IPC guidelines for standard and additional transmission-based precautions?,Single answer,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,does_the_health_care_facility_have_ipc_guidelines_for_standard_and_additional_transmission_based_precautions,I don’t know what IPC standard and additional precautions are,I don’t know what IPC standard and additional precautions are,hcf_ipctransmissionbased,0
Q3A1Q16A1,Does the health care facility have regular IPC training for health workers (at least once a year)?,Single answer,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,Yes,Yes,hcf_ipctraining,0
Q3A1Q16A2,Does the health care facility have regular IPC training for health workers (at least once a year)?,Single answer,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,No,No,hcf_ipctraining,0
Q3A1Q16A3,Does the health care facility have regular IPC training for health workers (at least once a year)?,Single answer,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,Unknown,Unknown,hcf_ipctraining,0
Q3A1Q16A4,Does the health care facility have regular IPC training for health workers (at least once a year)?,Single answer,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,does_the_health_care_facility_have_regular_ipc_training_for_health_workers_at_least_once_a_year,I don’t know what IPC trainings are,I don’t know what IPC trainings are,hcf_ipctraining,0
Q3A1Q17A1,Does the health care facility have PPE available?,Single answer,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,Yes,Yes,hcf_ppeavail,0
Q3A1Q17A2,Does the health care facility have PPE available?,Single answer,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,No,No,hcf_ppeavail,0
Q3A1Q17A3,Does the health care facility have PPE available?,Single answer,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,Unknown,Unknown,hcf_ppeavail,0
Q3A1Q17A4,Does the health care facility have PPE available?,Single answer,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,does_the_health_care_facility_have_personal_protective_equipment_ppe,I don’t know what PPE is,I don’t know what PPE is,hcf_ppeavail,0
Q3A1Q18A1,Is PPE available in sufficient quantity in the health care facility?,Single answer,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,Yes,Yes,hcf_ppesufficient,0
Q3A1Q18A2,Is PPE available in sufficient quantity in the health care facility?,Single answer,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,No,No,hcf_ppesufficient,0
Q3A1Q18A3,Is PPE available in sufficient quantity in the health care facility?,Single answer,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,Unknown,Unknown,hcf_ppesufficient,0
Q3A1Q18A4,Is PPE available in sufficient quantity in the health care facility?,Single answer,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,is_ppe_sufficient_in_sufficient_quantity_in_the_health_care_facility,I don’t know what PPE is,I don’t know what PPE is,hcf_ppesufficient,0
Q3A1Q19A1,Is the PPE available of good quality and fit for purpose?,Single answer,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,Yes,Yes,hcf_ppequality,0
Q3A1Q19A2,Is the PPE available of good quality and fit for purpose?,Single answer,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,No,No,hcf_ppequality,0
Q3A1Q19A3,Is the PPE available of good quality and fit for purpose?,Single answer,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,Unknown,Unknown,hcf_ppequality,0
Q3A1Q19A4,Is the PPE available of good quality and fit for purpose?,Single answer,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,are_the_ppe_available_of_good_quality_and_fit_for_purposes,I don’t know what PPE is,I don’t know what PPE is,hcf_ppequality,0
Q3A1Q20A1,Is alcohol-based hand rub easily available (i.e. at the point of care) for hand hygiene within the health care facility?,Single answer,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,Yes,Yes,hcf_alcavail,0
Q3A1Q20A1Q1,Where is alcohol-based hand rub available?,Multiple answers,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,In every ward (corridors),In every ward (corridors),hcf_alcavail_where,1
Q3A1Q20A1Q2,Where is alcohol-based hand rub available?,Multiple answers,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,In every room,In every room,hcf_alcavail_where,1
Q3A1Q20A1Q3,Where is alcohol-based hand rub available?,Multiple answers,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,where_is_alcohol_based_hand_rub_available,Next to each bed,Next to each bed,hcf_alcavail_where,1
Q3A1Q20A2,Is alcohol-based hand rub easily available (i.e. at the point of care) for hand hygiene within the health care facility?,Single answer,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,No,No,hcf_alcavail,0
Q3A1Q20A3,Is alcohol-based hand rub easily available (i.e. at the point of care) for hand hygiene within the health care facility?,Single answer,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,is_alcohol_based_hand_rub_easily_available_i_e_at_the_point_of_care_for_hand_hygiene_within_the_health_care_facility,Unknown,Unknown,hcf_alcavail,0
Q3A1Q21A1,Are soap and water available for hand hygiene within the health care facility?,Single answer,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,Yes,Yes,hcf_soapavail,0
Q3A1Q21A2,Are soap and water available for hand hygiene within the health care facility?,Single answer,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,No,No,hcf_soapavail,0
Q3A1Q21A3,Are soap and water available for hand hygiene within the health care facility?,Single answer,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,are_soap_and_water_available_for_hand_hygiene_within_the_health_care_facility,Unknown,Unknown,hcf_soapavail,0
Q3A1Q22A1,Does the health care facility conduct regular (at least once a year) hand hygiene audits and provide feedback to health workers?,Single answer,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,Yes,Yes,hcf_hhaudit,0
Q3A1Q22A1Q1,Date of last hand hygiene audit ,Date/Time,date_of_last_hand_hygiene_audit,date_of_last_hand_hygiene_audit,date_of_last_hand_hygiene_audit,date_of_last_hand_hygiene_audit,NA,NA,hcf_hhaudit_date,1
Q3A1Q22A2,Does the health care facility conduct regular (at least once a year) hand hygiene audits and provide feedback to health workers?,Single answer,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,No,No,hcf_hhaudit,0
